"Year","County","Race","Mortality Rate","Births","Deaths"
2011,"HALIFAX","Native American",0,17,0
2011,"HALIFAX","Other",0,5,0
2011,"HALIFAX","White",5.98802395209581,167,1
2011,"HARNETT","Black",14.6198830409357,342,5
2011,"HARNETT","Hispanic",7.16845878136201,279,2
2011,"HARNETT","Native American",0,14,0
2011,"HARNETT","Other",0,33,0
2011,"HARNETT","White",3.71057513914657,1078,4
2011,"HAYWOOD","Black",0,5,0
2011,"HAYWOOD","Hispanic",0,40,0
2011,"HAYWOOD","Native American",0,2,0
2011,"HAYWOOD","Other",0,4,0
2011,"HAYWOOD","White",0,517,0
2011,"HENDERSON","Black",0,44,0
2011,"HENDERSON","Hispanic",9.85221674876847,203,2
2011,"HENDERSON","Native American",0,1,0
2011,"HENDERSON","Other",0,20,0
2011,"HENDERSON","White",1.26103404791929,793,1
2011,"HERTFORD","Black",7.19424460431655,139,1
2011,"HERTFORD","Hispanic",0,10,0
2011,"HERTFORD","Native American",0,1,0
2011,"HERTFORD","Other",0,1,0
2011,"HERTFORD","White",15.625,64,1
2011,"HOKE","Black",8.62068965517241,232,2
2011,"HOKE","Hispanic",5.74712643678161,174,1
2011,"HOKE","Native American",13.5135135135135,74,1
2011,"HOKE","Other",47.6190476190476,21,1
2011,"HOKE","White",6.08519269776876,493,3
2011,"HYDE","Black",125,8,1
2011,"HYDE","Hispanic",0,9,0
2011,"HYDE","White",64.5161290322581,31,2
2011,"IREDELL","Black",8.29875518672199,241,2
2011,"IREDELL","Hispanic",5.31914893617021,188,1
2011,"IREDELL","Native American",0,4,0
2011,"IREDELL","Other",0,58,0
2011,"IREDELL","White",3.99680255795364,1251,5
2011,"JACKSON","Black",0,4,0
2011,"JACKSON","Hispanic",0,44,0
2011,"JACKSON","Native American",0,60,0
2011,"JACKSON","Other",0,6,0
2011,"JACKSON","White",18.1818181818182,275,5
2011,"JOHNSTON","Black",14.6198830409357,342,5
2011,"JOHNSTON","Hispanic",6.03621730382294,497,3
2011,"JOHNSTON","Native American",0,12,0
2011,"JOHNSTON","Other",0,25,0
2011,"JOHNSTON","White",3.61271676300578,1384,5
2011,"JONES","Black",78.9473684210526,38,3
2011,"JONES","Hispanic",0,7,0
2011,"JONES","Native American",0,2,0
2011,"JONES","Other",1000,1,1
2011,"JONES","White",0,70,0
2011,"LEE","Black",30.8641975308642,162,5
2011,"LEE","Hispanic",7.8740157480315,254,2
2011,"LEE","Native American",0,6,0
2011,"LEE","Other",100,10,1
2011,"LEE","White",10.3359173126615,387,4
2011,"LENOIR","Black",3.24675324675325,308,1
2011,"LENOIR","Hispanic",0,80,0
2011,"LENOIR","Native American",0,2,0
2011,"LENOIR","Other",0,7,0
2011,"LENOIR","White",7.8125,256,2
2011,"LINCOLN","Black",93.0232558139535,43,4
2011,"LINCOLN","Hispanic",0,84,0
2011,"LINCOLN","Native American",0,1,0
2011,"LINCOLN","Other",0,8,0
2011,"LINCOLN","White",6.06980273141123,659,4
2011,"MACON","Black",0,1,0
2011,"MACON","Hispanic",0,59,0
2011,"MACON","Native American",0,1,0
2011,"MACON","Other",0,3,0
2011,"MACON","White",16.3265306122449,245,4
2011,"MADISON","Hispanic",0,12,0
2011,"MADISON","Other",0,1,0
2011,"MADISON","White",11.8343195266272,169,2
2011,"MARTIN","Black",0,104,0
2011,"MARTIN","Hispanic",0,12,0
2011,"MARTIN","Native American",0,1,0
2011,"MARTIN","Other",0,2,0
2011,"MARTIN","White",0,117,0
2011,"MCDOWELL","Black",0,7,0
2011,"MCDOWELL","Hispanic",0,48,0
2011,"MCDOWELL","Native American",0,3,0
2011,"MCDOWELL","Other",0,2,0
2011,"MCDOWELL","White",7.75193798449612,387,3
2011,"MECKLENBURG","Black",10.7602339181287,4275,46
2011,"MECKLENBURG","Hispanic",4.68566966028895,2561,12
2011,"MECKLENBURG","Native American",0,33,0
2011,"MECKLENBURG","Other",1.93610842207164,1033,2
2011,"MECKLENBURG","White",3.48250043531255,5743,20
2011,"MITCHELL","Black",0,1,0
2011,"MITCHELL","Hispanic",0,23,0
2011,"MITCHELL","White",0,112,0
2011,"MONTGOMERY","Black",32.7868852459016,61,2
2011,"MONTGOMERY","Hispanic",31.25,96,3
2011,"MONTGOMERY","Native American",0,1,0
2011,"MONTGOMERY","Other",111.111111111111,9,1
2011,"MONTGOMERY","White",0,183,0
2011,"MOORE","Black",23.6686390532544,169,4
2011,"MOORE","Hispanic",0,109,0
2011,"MOORE","Native American",0,13,0
2011,"MOORE","Other",47.6190476190476,21,1
2011,"MOORE","White",3.1104199066874,643,2
2011,"NASH","Black",14.7058823529412,476,7
2011,"NASH","Hispanic",0,129,0
2011,"NASH","Native American",0,5,0
2011,"NASH","Other",0,13,0
2011,"NASH","White",0,457,0
2011,"NEW HANOVER","Black",4.72813238770686,423,2
2011,"NEW HANOVER","Hispanic",4.01606425702811,249,1
2011,"NEW HANOVER","Native American",90.9090909090909,11,1
2011,"NEW HANOVER","Other",0,47,0
2011,"NEW HANOVER","White",3.31564986737401,1508,5
2011,"NORTHAMPTON","Black",8.7719298245614,114,1
2011,"NORTHAMPTON","Hispanic",0,7,0
2011,"NORTHAMPTON","Native American",0,2,0
2011,"NORTHAMPTON","White",0,41,0
2011,"ONSLOW","Black",9.41619585687382,531,5
2011,"ONSLOW","Hispanic",7.53295668549906,531,4
2011,"ONSLOW","Native American",0,30,0
2011,"ONSLOW","Other",14.5985401459854,137,2
2011,"ONSLOW","White",6.41231163834562,3119,20
2011,"ORANGE","Black",26.0416666666667,192,5
2011,"ORANGE","Hispanic",5.12820512820513,195,1
2011,"ORANGE","Native American",0,2,0
2011,"ORANGE","Other",0,145,0
2011,"ORANGE","White",2.61096605744125,766,2
2011,"PAMLICO","Black",0,11,0
2011,"PAMLICO","Hispanic",0,10,0
2011,"PAMLICO","Native American",0,1,0
2011,"PAMLICO","Other",0,1,0
2011,"PAMLICO","White",0,66,0
2011,"PASQUOTANK","Black",11.7647058823529,170,2
2011,"PASQUOTANK","Hispanic",0,28,0
