ID Race,Race,ID Year,Year,Household Income by Race,Household Income by Race Moe,Geography,ID Geography,Slug Geography
0,"Total",2020,"2020",51580,1749,"Alamance County, NC","05000US37001","alamance-county-nc"
0,"Total",2020,"2020",51329,3341,"Alexander County, NC","05000US37003","alexander-county-nc"
0,"Total",2020,"2020",37158,5049,"Alleghany County, NC","05000US37005","alleghany-county-nc"
0,"Total",2020,"2020",39799,5189,"Anson County, NC","05000US37007","anson-county-nc"
0,"Total",2020,"2020",43030,2327,"Ashe County, NC","05000US37009","ashe-county-nc"
0,"Total",2020,"2020",42695,3551.0000000000005,"Avery County, NC","05000US37011","avery-county-nc"
0,"Total",2020,"2020",48051,3675,"Beaufort County, NC","05000US37013","beaufort-county-nc"
0,"Total",2020,"2020",35042,3090,"Bertie County, NC","05000US37015","bertie-county-nc"
0,"Total",2020,"2020",37188,4231,"Bladen County, NC","05000US37017","bladen-county-nc"
0,"Total",2020,"2020",59763,1672,"Brunswick County, NC","05000US37019","brunswick-county-nc"
0,"Total",2020,"2020",55032,1434,"Buncombe County, NC","05000US37021","buncombe-county-nc"
0,"Total",2020,"2020",43915,1890,"Burke County, NC","05000US37023","burke-county-nc"
0,"Total",2020,"2020",71177,2377,"Cabarrus County, NC","05000US37025","cabarrus-county-nc"
0,"Total",2020,"2020",46094,2305,"Caldwell County, NC","05000US37027","caldwell-county-nc"
0,"Total",2020,"2020",63834,2912,"Camden County, NC","05000US37029","camden-county-nc"
0,"Total",2020,"2020",57871,2532,"Carteret County, NC","05000US37031","carteret-county-nc"
0,"Total",2020,"2020",47938,4528,"Caswell County, NC","05000US37033","caswell-county-nc"
0,"Total",2020,"2020",54690,1791.0000000000002,"Catawba County, NC","05000US37035","catawba-county-nc"
0,"Total",2020,"2020",69799,4161,"Chatham County, NC","05000US37037","chatham-county-nc"
0,"Total",2020,"2020",40793,2333,"Cherokee County, NC","05000US37039","cherokee-county-nc"
0,"Total",2020,"2020",44050,6104,"Chowan County, NC","05000US37041","chowan-county-nc"
0,"Total",2020,"2020",42160,5900,"Clay County, NC","05000US37043","clay-county-nc"
0,"Total",2020,"2020",43512,1898,"Cleveland County, NC","05000US37045","cleveland-county-nc"
0,"Total",2020,"2020",38487,3056,"Columbus County, NC","05000US37047","columbus-county-nc"
0,"Total",2020,"2020",53894,2017,"Craven County, NC","05000US37049","craven-county-nc"
0,"Total",2020,"2020",48177,974.9999999999999,"Cumberland County, NC","05000US37051","cumberland-county-nc"
0,"Total",2020,"2020",73741,6731,"Currituck County, NC","05000US37053","currituck-county-nc"
0,"Total",2020,"2020",65420,3161,"Dare County, NC","05000US37055","dare-county-nc"
0,"Total",2020,"2020",50454,1401,"Davidson County, NC","05000US37057","davidson-county-nc"
0,"Total",2020,"2020",62028,3252,"Davie County, NC","05000US37059","davie-county-nc"
0,"Total",2020,"2020",43422,1431,"Duplin County, NC","05000US37061","duplin-county-nc"
0,"Total",2020,"2020",62812,1502,"Durham County, NC","05000US37063","durham-county-nc"
0,"Total",2020,"2020",40489,1490,"Edgecombe County, NC","05000US37065","edgecombe-county-nc"
0,"Total",2020,"2020",53583,1197,"Forsyth County, NC","05000US37067","forsyth-county-nc"
0,"Total",2020,"2020",58172,2797,"Franklin County, NC","05000US37069","franklin-county-nc"
0,"Total",2020,"2020",53474,1199,"Gaston County, NC","05000US37071","gaston-county-nc"
0,"Total",2020,"2020",45871,6335,"Gates County, NC","05000US37073","gates-county-nc"
0,"Total",2020,"2020",42207,6008,"Graham County, NC","05000US37075","graham-county-nc"
0,"Total",2020,"2020",56924,3607.0000000000005,"Granville County, NC","05000US37077","granville-county-nc"
0,"Total",2020,"2020",43563,3514,"Greene County, NC","05000US37079","greene-county-nc"
0,"Total",2020,"2020",54794,1163,"Guilford County, NC","05000US37081","guilford-county-nc"
0,"Total",2020,"2020",35904,2248,"Halifax County, NC","05000US37083","halifax-county-nc"
0,"Total",2020,"2020",54565,1835,"Harnett County, NC","05000US37085","harnett-county-nc"
0,"Total",2020,"2020",51548,2232,"Haywood County, NC","05000US37087","haywood-county-nc"
0,"Total",2020,"2020",58928,2699,"Henderson County, NC","05000US37089","henderson-county-nc"
0,"Total",2020,"2020",42588,1868.9999999999998,"Hertford County, NC","05000US37091","hertford-county-nc"
0,"Total",2020,"2020",51140,2656,"Hoke County, NC","05000US37093","hoke-county-nc"
0,"Total",2020,"2020",46667,13994.000000000002,"Hyde County, NC","05000US37095","hyde-county-nc"
0,"Total",2020,"2020",62551,1817,"Iredell County, NC","05000US37097","iredell-county-nc"
0,"Total",2020,"2020",46820,2763,"Jackson County, NC","05000US37099","jackson-county-nc"
0,"Total",2020,"2020",61806,1537,"Johnston County, NC","05000US37101","johnston-county-nc"
0,"Total",2020,"2020",38324,6319,"Jones County, NC","05000US37103","jones-county-nc"
0,"Total",2020,"2020",52294,2710,"Lee County, NC","05000US37105","lee-county-nc"
0,"Total",2020,"2020",39923,1963.0000000000002,"Lenoir County, NC","05000US37107","lenoir-county-nc"
0,"Total",2020,"2020",59592,3319,"Lincoln County, NC","05000US37109","lincoln-county-nc"
0,"Total",2020,"2020",47085,3260,"McDowell County, NC","05000US37111","mcdowell-county-nc"
0,"Total",2020,"2020",45703,4197,"Macon County, NC","05000US37113","macon-county-nc"
0,"Total",2020,"2020",46190,4613,"Madison County, NC","05000US37115","madison-county-nc"
0,"Total",2020,"2020",39909,3248,"Martin County, NC","05000US37117","martin-county-nc"
0,"Total",2020,"2020",69240,1176,"Mecklenburg County, NC","05000US37119","mecklenburg-county-nc"
0,"Total",2020,"2020",48841,4296,"Mitchell County, NC","05000US37121","mitchell-county-nc"
0,"Total",2020,"2020",45147,5118,"Montgomery County, NC","05000US37123","montgomery-county-nc"
0,"Total",2020,"2020",63324,3507,"Moore County, NC","05000US37125","moore-county-nc"
0,"Total",2020,"2020",49949,2177,"Nash County, NC","05000US37127","nash-county-nc"
0,"Total",2020,"2020",56689,1979.9999999999998,"New Hanover County, NC","05000US37129","new-hanover-county-nc"
0,"Total",2020,"2020",38969,2388,"Northampton County, NC","05000US37131","northampton-county-nc"
0,"Total",2020,"2020",51560,1807,"Onslow County, NC","05000US37133","onslow-county-nc"
0,"Total",2020,"2020",74803,2372,"Orange County, NC","05000US37135","orange-county-nc"
0,"Total",2020,"2020",48531,3791,"Pamlico County, NC","05000US37137","pamlico-county-nc"
0,"Total",2020,"2020",54439,3369.0000000000005,"Pasquotank County, NC","05000US37139","pasquotank-county-nc"
0,"Total",2020,"2020",60044,2197,"Pender County, NC","05000US37141","pender-county-nc"
0,"Total",2020,"2020",51036,2371,"Perquimans County, NC","05000US37143","perquimans-county-nc"
0,"Total",2020,"2020",57323,5287,"Person County, NC","05000US37145","person-county-nc"
0,"Total",2020,"2020",49337,2248,"Pitt County, NC","05000US37147","pitt-county-nc"
0,"Total",2020,"2020",52125,5009,"Polk County, NC","05000US37149","polk-county-nc"
0,"Total",2020,"2020",48984,1524,"Randolph County, NC","05000US37151","randolph-county-nc"
0,"Total",2020,"2020",39051,3156,"Richmond County, NC","05000US37153","richmond-county-nc"
0,"Total",2020,"2020",35362,1375,"Robeson County, NC","05000US37155","robeson-county-nc"
0,"Total",2020,"2020",45697,1593,"Rockingham County, NC","05000US37157","rockingham-county-nc"
0,"Total",2020,"2020",51054,1487,"Rowan County, NC","05000US37159","rowan-county-nc"
0,"Total",2020,"2020",43183,1753.0000000000002,"Rutherford County, NC","05000US37161","rutherford-county-nc"
0,"Total",2020,"2020",42914,2515,"Sampson County, NC","05000US37163","sampson-county-nc"
0,"Total",2020,"2020",35936,2492,"Scotland County, NC","05000US37165","scotland-county-nc"
0,"Total",2020,"2020",54104,2023,"Stanly County, NC","05000US37167","stanly-county-nc"
0,"Total",2020,"2020",51668,1723,"Stokes County, NC","05000US37169","stokes-county-nc"
0,"Total",2020,"2020",44979,3011,"Surry County, NC","05000US37171","surry-county-nc"
0,"Total",2020,"2020",45554,5868,"Swain County, NC","05000US37173","swain-county-nc"
0,"Total",2020,"2020",51509,4005,"Transylvania County, NC","05000US37175","transylvania-county-nc"
0,"Total",2020,"2020",38250,13010,"Tyrrell County, NC","05000US37177","tyrrell-county-nc"
0,"Total",2020,"2020",82557,2024,"Union County, NC","05000US37179","union-county-nc"
0,"Total",2020,"2020",41827,3252,"Vance County, NC","05000US37181","vance-county-nc"
0,"Total",2020,"2020",83567,1282,"Wake County, NC","05000US37183","wake-county-nc"
0,"Total",2020,"2020",37476,2644,"Warren County, NC","05000US37185","warren-county-nc"
0,"Total",2020,"2020",30941,5015,"Washington County, NC","05000US37187","washington-county-nc"
0,"Total",2020,"2020",46453,2534,"Watauga County, NC","05000US37189","watauga-county-nc"
0,"Total",2020,"2020",47221,1774,"Wayne County, NC","05000US37191","wayne-county-nc"
0,"Total",2020,"2020",44980,2049,"Wilkes County, NC","05000US37193","wilkes-county-nc"
0,"Total",2020,"2020",44594,1669,"Wilson County, NC","05000US37195","wilson-county-nc"
0,"Total",2020,"2020",46954,3217,"Yadkin County, NC","05000US37197","yadkin-county-nc"
0,"Total",2020,"2020",44554,4508,"Yancey County, NC","05000US37199","yancey-county-nc"
1,"White",2020,"2020",58183,2668,"Alamance County, NC","05000US37001","alamance-county-nc"
1,"White",2020,"2020",53045,4425,"Alexander County, NC","05000US37003","alexander-county-nc"
1,"White",2020,"2020",36917,4822,"Alleghany County, NC","05000US37005","alleghany-county-nc"
1,"White",2020,"2020",49281,5512,"Anson County, NC","05000US37007","anson-county-nc"
1,"White",2020,"2020",43211,2345,"Ashe County, NC","05000US37009","ashe-county-nc"
1,"White",2020,"2020",42680,3722.9999999999995,"Avery County, NC","05000US37011","avery-county-nc"
1,"White",2020,"2020",55368,4790,"Beaufort County, NC","05000US37013","beaufort-county-nc"
1,"White",2020,"2020",54138,4744,"Bertie County, NC","05000US37015","bertie-county-nc"
1,"White",2020,"2020",46701,4022.0000000000005,"Bladen County, NC","05000US37017","bladen-county-nc"
1,"White",2020,"2020",62114,1754.9999999999998,"Brunswick County, NC","05000US37019","brunswick-county-nc"
1,"White",2020,"2020",56945,1949,"Buncombe County, NC","05000US37021","buncombe-county-nc"
1,"White",2020,"2020",45974,3023,"Burke County, NC","05000US37023","burke-county-nc"
1,"White",2020,"2020",74487,3108,"Cabarrus County, NC","05000US37025","cabarrus-county-nc"
1,"White",2020,"2020",46772,2419,"Caldwell County, NC","05000US37027","caldwell-county-nc"
1,"White",2020,"2020",64627,3524,"Camden County, NC","05000US37029","camden-county-nc"
1,"White",2020,"2020",59279,2622,"Carteret County, NC","05000US37031","carteret-county-nc"
1,"White",2020,"2020",52320,6153,"Caswell County, NC","05000US37033","caswell-county-nc"
1,"White",2020,"2020",57435,1979,"Catawba County, NC","05000US37035","catawba-county-nc"
1,"White",2020,"2020",78633,4489,"Chatham County, NC","05000US37037","chatham-county-nc"
1,"White",2020,"2020",41340,2459,"Cherokee County, NC","05000US37039","cherokee-county-nc"
1,"White",2020,"2020",53958,5851,"Chowan County, NC","05000US37041","chowan-county-nc"
1,"White",2020,"2020",42453,7178,"Clay County, NC","05000US37043","clay-county-nc"
1,"White",2020,"2020",48580,3863,"Cleveland County, NC","05000US37045","cleveland-county-nc"
1,"White",2020,"2020",43467,3757,"Columbus County, NC","05000US37047","columbus-county-nc"
1,"White",2020,"2020",60151,2990,"Craven County, NC","05000US37049","craven-county-nc"
1,"White",2020,"2020",56151,1757,"Cumberland County, NC","05000US37051","cumberland-county-nc"
1,"White",2020,"2020",73529,6754,"Currituck County, NC","05000US37053","currituck-county-nc"
1,"White",2020,"2020",66232,3260,"Dare County, NC","05000US37055","dare-county-nc"
1,"White",2020,"2020",52901,1742,"Davidson County, NC","05000US37057","davidson-county-nc"
1,"White",2020,"2020",63703,3724.0000000000005,"Davie County, NC","05000US37059","davie-county-nc"
1,"White",2020,"2020",48615,3570,"Duplin County, NC","05000US37061","duplin-county-nc"
1,"White",2020,"2020",78067,2616,"Durham County, NC","05000US37063","durham-county-nc"
1,"White",2020,"2020",50107,3276,"Edgecombe County, NC","05000US37065","edgecombe-county-nc"
1,"White",2020,"2020",62502,1432,"Forsyth County, NC","05000US37067","forsyth-county-nc"
1,"White",2020,"2020",65810,3922,"Franklin County, NC","05000US37069","franklin-county-nc"
1,"White",2020,"2020",57176,2019,"Gaston County, NC","05000US37071","gaston-county-nc"
1,"White",2020,"2020",60605,7445,"Gates County, NC","05000US37073","gates-county-nc"
1,"White",2020,"2020",41505,6067,"Graham County, NC","05000US37075","graham-county-nc"
1,"White",2020,"2020",68095,5952,"Granville County, NC","05000US37077","granville-county-nc"
1,"White",2020,"2020",51619,6745,"Greene County, NC","05000US37079","greene-county-nc"
1,"White",2020,"2020",66617,1546,"Guilford County, NC","05000US37081","guilford-county-nc"
1,"White",2020,"2020",49353,2931,"Halifax County, NC","05000US37083","halifax-county-nc"
1,"White",2020,"2020",60436,2095,"Harnett County, NC","05000US37085","harnett-county-nc"
1,"White",2020,"2020",51882,2291,"Haywood County, NC","05000US37087","haywood-county-nc"
1,"White",2020,"2020",59636,2224,"Henderson County, NC","05000US37089","henderson-county-nc"
1,"White",2020,"2020",47038,3430.0000000000005,"Hertford County, NC","05000US37091","hertford-county-nc"
1,"White",2020,"2020",61284,3506.0000000000005,"Hoke County, NC","05000US37093","hoke-county-nc"
1,"White",2020,"2020",52981,12160,"Hyde County, NC","05000US37095","hyde-county-nc"
1,"White",2020,"2020",66084,1966,"Iredell County, NC","05000US37097","iredell-county-nc"
1,"White",2020,"2020",48611,3174,"Jackson County, NC","05000US37099","jackson-county-nc"
1,"White",2020,"2020",66140,2224,"Johnston County, NC","05000US37101","johnston-county-nc"
1,"White",2020,"2020",44044,11272,"Jones County, NC","05000US37103","jones-county-nc"
1,"White",2020,"2020",57456,3379.0000000000005,"Lee County, NC","05000US37105","lee-county-nc"
1,"White",2020,"2020",49698,3617.0000000000005,"Lenoir County, NC","05000US37107","lenoir-county-nc"
1,"White",2020,"2020",60948,2481,"Lincoln County, NC","05000US37109","lincoln-county-nc"
1,"White",2020,"2020",48092,2922,"McDowell County, NC","05000US37111","mcdowell-county-nc"
1,"White",2020,"2020",46961,4806,"Macon County, NC","05000US37113","macon-county-nc"
1,"White",2020,"2020",46070,4552,"Madison County, NC","05000US37115","madison-county-nc"
1,"White",2020,"2020",50371,4110,"Martin County, NC","05000US37117","martin-county-nc"
1,"White",2020,"2020",86988,1709,"Mecklenburg County, NC","05000US37119","mecklenburg-county-nc"
1,"White",2020,"2020",48800,4344,"Mitchell County, NC","05000US37121","mitchell-county-nc"
1,"White",2020,"2020",50022,4458,"Montgomery County, NC","05000US37123","montgomery-county-nc"
1,"White",2020,"2020",67458,4481,"Moore County, NC","05000US37125","moore-county-nc"
1,"White",2020,"2020",61852,2733,"Nash County, NC","05000US37127","nash-county-nc"
1,"White",2020,"2020",62124,2138,"New Hanover County, NC","05000US37129","new-hanover-county-nc"
1,"White",2020,"2020",53009,4105,"Northampton County, NC","05000US37131","northampton-county-nc"
1,"White",2020,"2020",53626,2489,"Onslow County, NC","05000US37133","onslow-county-nc"
1,"White",2020,"2020",80367,3405.0000000000005,"Orange County, NC","05000US37135","orange-county-nc"
1,"White",2020,"2020",54880,5922,"Pamlico County, NC","05000US37137","pamlico-county-nc"
1,"White",2020,"2020",60971,3792,"Pasquotank County, NC","05000US37139","pasquotank-county-nc"
1,"White",2020,"2020",67752,2386,"Pender County, NC","05000US37141","pender-county-nc"
1,"White",2020,"2020",57862,11624,"Perquimans County, NC","05000US37143","perquimans-county-nc"
1,"White",2020,"2020",65036,5038,"Person County, NC","05000US37145","person-county-nc"
1,"White",2020,"2020",59564,2939,"Pitt County, NC","05000US37147","pitt-county-nc"
1,"White",2020,"2020",53977,3792,"Polk County, NC","05000US37149","polk-county-nc"
1,"White",2020,"2020",50845,1935.0000000000002,"Randolph County, NC","05000US37151","randolph-county-nc"
1,"White",2020,"2020",48121,5897,"Richmond County, NC","05000US37153","richmond-county-nc"
1,"White",2020,"2020",44186,3575.9999999999995,"Robeson County, NC","05000US37155","robeson-county-nc"
1,"White",2020,"2020",49437,2427,"Rockingham County, NC","05000US37157","rockingham-county-nc"
1,"White",2020,"2020",54989,2521,"Rowan County, NC","05000US37159","rowan-county-nc"
1,"White",2020,"2020",44940,2732,"Rutherford County, NC","05000US37161","rutherford-county-nc"
1,"White",2020,"2020",47930,5186,"Sampson County, NC","05000US37163","sampson-county-nc"
1,"White",2020,"2020",46234,3690,"Scotland County, NC","05000US37165","scotland-county-nc"
1,"White",2020,"2020",58010,3964,"Stanly County, NC","05000US37167","stanly-county-nc"
1,"White",2020,"2020",52903,1679,"Stokes County, NC","05000US37169","stokes-county-nc"
1,"White",2020,"2020",45708,3428.9999999999995,"Surry County, NC","05000US37171","surry-county-nc"
1,"White",2020,"2020",46236,8745,"Swain County, NC","05000US37173","swain-county-nc"
1,"White",2020,"2020",51871,3929,"Transylvania County, NC","05000US37175","transylvania-county-nc"
1,"White",2020,"2020",47277,9558,"Tyrrell County, NC","05000US37177","tyrrell-county-nc"
1,"White",2020,"2020",85150,2372,"Union County, NC","05000US37179","union-county-nc"
1,"White",2020,"2020",55029,6011,"Vance County, NC","05000US37181","vance-county-nc"
1,"White",2020,"2020",95031,1593,"Wake County, NC","05000US37183","wake-county-nc"
1,"White",2020,"2020",50851,6050,"Warren County, NC","05000US37185","warren-county-nc"
1,"White",2020,"2020",41167,9990,"Washington County, NC","05000US37187","washington-county-nc"
1,"White",2020,"2020",46529,2742,"Watauga County, NC","05000US37189","watauga-county-nc"
1,"White",2020,"2020",55395,3299,"Wayne County, NC","05000US37191","wayne-county-nc"
1,"White",2020,"2020",45290,2246,"Wilkes County, NC","05000US37193","wilkes-county-nc"
1,"White",2020,"2020",62189,3995.9999999999995,"Wilson County, NC","05000US37195","wilson-county-nc"
1,"White",2020,"2020",49077,3807,"Yadkin County, NC","05000US37197","yadkin-county-nc"
1,"White",2020,"2020",44876,4850,"Yancey County, NC","05000US37199","yancey-county-nc"
2,"Black",2020,"2020",37341,4118,"Alamance County, NC","05000US37001","alamance-county-nc"
2,"Black",2020,"2020",40300,10478,"Alexander County, NC","05000US37003","alexander-county-nc"
2,"Black",2020,"2020",40491,6497,"Alleghany County, NC","05000US37005","alleghany-county-nc"
2,"Black",2020,"2020",29498,6802.999999999999,"Anson County, NC","05000US37007","anson-county-nc"
2,"Black",2020,"2020",122583,111605.00000000001,"Ashe County, NC","05000US37009","ashe-county-nc"
2,"Black",2020,"2020",31677,5016,"Beaufort County, NC","05000US37013","beaufort-county-nc"
2,"Black",2020,"2020",25639,5840,"Bertie County, NC","05000US37015","bertie-county-nc"
2,"Black",2020,"2020",23570,1868.9999999999998,"Bladen County, NC","05000US37017","bladen-county-nc"
2,"Black",2020,"2020",40193,5782,"Brunswick County, NC","05000US37019","brunswick-county-nc"
2,"Black",2020,"2020",36024,4198,"Buncombe County, NC","05000US37021","buncombe-county-nc"
2,"Black",2020,"2020",36704,6239,"Burke County, NC","05000US37023","burke-county-nc"
2,"Black",2020,"2020",55675,6373,"Cabarrus County, NC","05000US37025","cabarrus-county-nc"
2,"Black",2020,"2020",26708,10088,"Caldwell County, NC","05000US37027","caldwell-county-nc"
2,"Black",2020,"2020",37177,31083,"Camden County, NC","05000US37029","camden-county-nc"
2,"Black",2020,"2020",38750,8976,"Carteret County, NC","05000US37031","carteret-county-nc"
2,"Black",2020,"2020",40852,4088.0000000000005,"Caswell County, NC","05000US37033","caswell-county-nc"
2,"Black",2020,"2020",35737,2061,"Catawba County, NC","05000US37035","catawba-county-nc"
2,"Black",2020,"2020",41498,7694,"Chatham County, NC","05000US37037","chatham-county-nc"
2,"Black",2020,"2020",20139,11432,"Cherokee County, NC","05000US37039","cherokee-county-nc"
2,"Black",2020,"2020",30909,18664,"Chowan County, NC","05000US37041","chowan-county-nc"
2,"Black",2020,"2020",29694,3008,"Cleveland County, NC","05000US37045","cleveland-county-nc"
2,"Black",2020,"2020",30705,3029,"Columbus County, NC","05000US37047","columbus-county-nc"
2,"Black",2020,"2020",38046,4971,"Craven County, NC","05000US37049","craven-county-nc"
2,"Black",2020,"2020",40137,1426,"Cumberland County, NC","05000US37051","cumberland-county-nc"
2,"Black",2020,"2020",69543,37837,"Currituck County, NC","05000US37053","currituck-county-nc"
2,"Black",2020,"2020",31071,2455,"Davidson County, NC","05000US37057","davidson-county-nc"
2,"Black",2020,"2020",31583,9127,"Davie County, NC","05000US37059","davie-county-nc"
2,"Black",2020,"2020",30315,4188,"Duplin County, NC","05000US37061","duplin-county-nc"
2,"Black",2020,"2020",45261,2628,"Durham County, NC","05000US37063","durham-county-nc"
2,"Black",2020,"2020",34424,2731,"Edgecombe County, NC","05000US37065","edgecombe-county-nc"
2,"Black",2020,"2020",35335,1586,"Forsyth County, NC","05000US37067","forsyth-county-nc"
2,"Black",2020,"2020",47449,6697,"Franklin County, NC","05000US37069","franklin-county-nc"
2,"Black",2020,"2020",38410,3513,"Gaston County, NC","05000US37071","gaston-county-nc"
2,"Black",2020,"2020",35127,5066,"Gates County, NC","05000US37073","gates-county-nc"
2,"Black",2020,"2020",42813,6559,"Granville County, NC","05000US37077","granville-county-nc"
2,"Black",2020,"2020",28631,8165,"Greene County, NC","05000US37079","greene-county-nc"
2,"Black",2020,"2020",40497,1480,"Guilford County, NC","05000US37081","guilford-county-nc"
2,"Black",2020,"2020",26649,1733,"Halifax County, NC","05000US37083","halifax-county-nc"
2,"Black",2020,"2020",40813,2796,"Harnett County, NC","05000US37085","harnett-county-nc"
2,"Black",2020,"2020",54245,37162,"Haywood County, NC","05000US37087","haywood-county-nc"
2,"Black",2020,"2020",42045,8934,"Henderson County, NC","05000US37089","henderson-county-nc"
2,"Black",2020,"2020",40073,4894,"Hertford County, NC","05000US37091","hertford-county-nc"
2,"Black",2020,"2020",43271,4873,"Hoke County, NC","05000US37093","hoke-county-nc"
2,"Black",2020,"2020",28016,10091,"Hyde County, NC","05000US37095","hyde-county-nc"
2,"Black",2020,"2020",37206,4544,"Iredell County, NC","05000US37097","iredell-county-nc"
2,"Black",2020,"2020",35500,17753,"Jackson County, NC","05000US37099","jackson-county-nc"
2,"Black",2020,"2020",46550,4221,"Johnston County, NC","05000US37101","johnston-county-nc"
2,"Black",2020,"2020",30694,14654,"Jones County, NC","05000US37103","jones-county-nc"
2,"Black",2020,"2020",34091,6076,"Lee County, NC","05000US37105","lee-county-nc"
2,"Black",2020,"2020",31771,3623,"Lenoir County, NC","05000US37107","lenoir-county-nc"
2,"Black",2020,"2020",32429,6221,"Lincoln County, NC","05000US37109","lincoln-county-nc"
2,"Black",2020,"2020",33938,13829,"McDowell County, NC","05000US37111","mcdowell-county-nc"
2,"Black",2020,"2020",24250,3529.9999999999995,"Macon County, NC","05000US37113","macon-county-nc"
2,"Black",2020,"2020",73125,62229.00000000001,"Madison County, NC","05000US37115","madison-county-nc"
2,"Black",2020,"2020",33071,4191,"Martin County, NC","05000US37117","martin-county-nc"
2,"Black",2020,"2020",49396,1246,"Mecklenburg County, NC","05000US37119","mecklenburg-county-nc"
2,"Black",2020,"2020",31137,7079,"Montgomery County, NC","05000US37123","montgomery-county-nc"
2,"Black",2020,"2020",38271,5412,"Moore County, NC","05000US37125","moore-county-nc"
2,"Black",2020,"2020",40762,2981,"Nash County, NC","05000US37127","nash-county-nc"
2,"Black",2020,"2020",33732,3607.0000000000005,"New Hanover County, NC","05000US37129","new-hanover-county-nc"
2,"Black",2020,"2020",32838,3048,"Northampton County, NC","05000US37131","northampton-county-nc"
2,"Black",2020,"2020",45678,5086,"Onslow County, NC","05000US37133","onslow-county-nc"
2,"Black",2020,"2020",47254,9470,"Orange County, NC","05000US37135","orange-county-nc"
2,"Black",2020,"2020",18371,4913,"Pamlico County, NC","05000US37137","pamlico-county-nc"
2,"Black",2020,"2020",49939,12421,"Pasquotank County, NC","05000US37139","pasquotank-county-nc"
2,"Black",2020,"2020",33631,4414,"Pender County, NC","05000US37141","pender-county-nc"
2,"Black",2020,"2020",22062,5292,"Perquimans County, NC","05000US37143","perquimans-county-nc"
2,"Black",2020,"2020",34579,7572,"Person County, NC","05000US37145","person-county-nc"
2,"Black",2020,"2020",36587,2634,"Pitt County, NC","05000US37147","pitt-county-nc"
2,"Black",2020,"2020",32276,11651,"Polk County, NC","05000US37149","polk-county-nc"
2,"Black",2020,"2020",31749,3649,"Randolph County, NC","05000US37151","randolph-county-nc"
2,"Black",2020,"2020",25096,4289,"Richmond County, NC","05000US37153","richmond-county-nc"
2,"Black",2020,"2020",27496,1731,"Robeson County, NC","05000US37155","robeson-county-nc"
2,"Black",2020,"2020",35254,5104,"Rockingham County, NC","05000US37157","rockingham-county-nc"
2,"Black",2020,"2020",40709,6311,"Rowan County, NC","05000US37159","rowan-county-nc"
2,"Black",2020,"2020",26233,5864,"Rutherford County, NC","05000US37161","rutherford-county-nc"
2,"Black",2020,"2020",32169,2670,"Sampson County, NC","05000US37163","sampson-county-nc"
2,"Black",2020,"2020",25360,2877,"Scotland County, NC","05000US37165","scotland-county-nc"
2,"Black",2020,"2020",23637,6623,"Stanly County, NC","05000US37167","stanly-county-nc"
2,"Black",2020,"2020",45193,7116.999999999999,"Stokes County, NC","05000US37169","stokes-county-nc"
2,"Black",2020,"2020",32113,10987,"Surry County, NC","05000US37171","surry-county-nc"
2,"Black",2020,"2020",25000,11281,"Tyrrell County, NC","05000US37177","tyrrell-county-nc"
2,"Black",2020,"2020",61909,4549,"Union County, NC","05000US37179","union-county-nc"
2,"Black",2020,"2020",33919,3595,"Vance County, NC","05000US37181","vance-county-nc"
2,"Black",2020,"2020",54428,2150,"Wake County, NC","05000US37183","wake-county-nc"
2,"Black",2020,"2020",28931,5249,"Warren County, NC","05000US37185","warren-county-nc"
2,"Black",2020,"2020",18884,3612.0000000000005,"Washington County, NC","05000US37187","washington-county-nc"
2,"Black",2020,"2020",34673,2379,"Wayne County, NC","05000US37191","wayne-county-nc"
2,"Black",2020,"2020",31250,23230,"Wilkes County, NC","05000US37193","wilkes-county-nc"
2,"Black",2020,"2020",31651,3084,"Wilson County, NC","05000US37195","wilson-county-nc"
2,"Black",2020,"2020",27396,6904,"Yadkin County, NC","05000US37197","yadkin-county-nc"
2,"Black",2020,"2020",75563,10996,"Yancey County, NC","05000US37199","yancey-county-nc"
3,"Native American",2020,"2020",47500,14176,"Alamance County, NC","05000US37001","alamance-county-nc"
3,"Native American",2020,"2020",58468,34322,"Alexander County, NC","05000US37003","alexander-county-nc"
3,"Native American",2020,"2020",42625,29714.999999999996,"Avery County, NC","05000US37011","avery-county-nc"
3,"Native American",2020,"2020",48824,14159.999999999998,"Bladen County, NC","05000US37017","bladen-county-nc"
3,"Native American",2020,"2020",57767,27554,"Brunswick County, NC","05000US37019","brunswick-county-nc"
3,"Native American",2020,"2020",75080,41343,"Buncombe County, NC","05000US37021","buncombe-county-nc"
3,"Native American",2020,"2020",42039,17776,"Burke County, NC","05000US37023","burke-county-nc"
3,"Native American",2020,"2020",2499,,"Cabarrus County, NC","05000US37025","cabarrus-county-nc"
3,"Native American",2020,"2020",30605,14802.999999999998,"Catawba County, NC","05000US37035","catawba-county-nc"
3,"Native American",2020,"2020",24135,2665,"Cherokee County, NC","05000US37039","cherokee-county-nc"
3,"Native American",2020,"2020",41111,12460,"Columbus County, NC","05000US37047","columbus-county-nc"
3,"Native American",2020,"2020",31902,31867.999999999996,"Craven County, NC","05000US37049","craven-county-nc"
3,"Native American",2020,"2020",35930,7031,"Cumberland County, NC","05000US37051","cumberland-county-nc"
3,"Native American",2020,"2020",250001,,"Dare County, NC","05000US37055","dare-county-nc"
3,"Native American",2020,"2020",100216,41819,"Duplin County, NC","05000US37061","duplin-county-nc"
