ID Race,Race,ID Year,Year,Household Income by Race,Household Income by Race Moe,Geography,ID Geography,Slug Geography
0,"Total",2019,"2019",52207,1072,"Buncombe County, NC","05000US37021","buncombe-county-nc"
0,"Total",2019,"2019",44557,1633,"Burke County, NC","05000US37023","burke-county-nc"
0,"Total",2019,"2019",67328,1931.9999999999998,"Cabarrus County, NC","05000US37025","cabarrus-county-nc"
0,"Total",2019,"2019",44511,1467,"Caldwell County, NC","05000US37027","caldwell-county-nc"
0,"Total",2019,"2019",64572,6042,"Camden County, NC","05000US37029","camden-county-nc"
0,"Total",2019,"2019",57194,2086,"Carteret County, NC","05000US37031","carteret-county-nc"
0,"Total",2019,"2019",45733,3301,"Caswell County, NC","05000US37033","caswell-county-nc"
0,"Total",2019,"2019",52056,1293,"Catawba County, NC","05000US37035","catawba-county-nc"
0,"Total",2019,"2019",67031,2974,"Chatham County, NC","05000US37037","chatham-county-nc"
0,"Total",2019,"2019",41438,2426,"Cherokee County, NC","05000US37039","cherokee-county-nc"
0,"Total",2019,"2019",46519,4461,"Chowan County, NC","05000US37041","chowan-county-nc"
0,"Total",2019,"2019",42222,6192,"Clay County, NC","05000US37043","clay-county-nc"
0,"Total",2019,"2019",42247,1453,"Cleveland County, NC","05000US37045","cleveland-county-nc"
0,"Total",2019,"2019",37628,2251,"Columbus County, NC","05000US37047","columbus-county-nc"
0,"Total",2019,"2019",52687,1545,"Craven County, NC","05000US37049","craven-county-nc"
0,"Total",2019,"2019",46875,771,"Cumberland County, NC","05000US37051","cumberland-county-nc"
0,"Total",2019,"2019",69964,4684,"Currituck County, NC","05000US37053","currituck-county-nc"
0,"Total",2019,"2019",59381,3316,"Dare County, NC","05000US37055","dare-county-nc"
0,"Total",2019,"2019",49546,1436,"Davidson County, NC","05000US37057","davidson-county-nc"
0,"Total",2019,"2019",60434,3243,"Davie County, NC","05000US37059","davie-county-nc"
0,"Total",2019,"2019",41764,2136,"Duplin County, NC","05000US37061","duplin-county-nc"
0,"Total",2019,"2019",60958,1645,"Durham County, NC","05000US37063","durham-county-nc"
0,"Total",2019,"2019",36866,1916,"Edgecombe County, NC","05000US37065","edgecombe-county-nc"
0,"Total",2019,"2019",51569,924,"Forsyth County, NC","05000US37067","forsyth-county-nc"
0,"Total",2019,"2019",55193,2457,"Franklin County, NC","05000US37069","franklin-county-nc"
0,"Total",2019,"2019",52835,993.9999999999999,"Gaston County, NC","05000US37071","gaston-county-nc"
0,"Total",2019,"2019",50750,7308.999999999999,"Gates County, NC","05000US37073","gates-county-nc"
0,"Total",2019,"2019",39571,6900.000000000001,"Graham County, NC","05000US37075","graham-county-nc"
0,"Total",2019,"2019",55856,3116,"Granville County, NC","05000US37077","granville-county-nc"
0,"Total",2019,"2019",39837,3130,"Greene County, NC","05000US37079","greene-county-nc"
0,"Total",2019,"2019",53261,725,"Guilford County, NC","05000US37081","guilford-county-nc"
0,"Total",2019,"2019",35502,1817.9999999999998,"Halifax County, NC","05000US37083","halifax-county-nc"
0,"Total",2019,"2019",53554,1090,"Harnett County, NC","05000US37085","harnett-county-nc"
0,"Total",2019,"2019",51659,2104,"Haywood County, NC","05000US37087","haywood-county-nc"
0,"Total",2019,"2019",55945,1896,"Henderson County, NC","05000US37089","henderson-county-nc"
0,"Total",2019,"2019",41028,2232,"Hertford County, NC","05000US37091","hertford-county-nc"
0,"Total",2019,"2019",48072,1670,"Hoke County, NC","05000US37093","hoke-county-nc"
0,"Total",2019,"2019",39663,6942,"Hyde County, NC","05000US37095","hyde-county-nc"
0,"Total",2019,"2019",60955,1578,"Iredell County, NC","05000US37097","iredell-county-nc"
0,"Total",2019,"2019",47252,3646.9999999999995,"Jackson County, NC","05000US37099","jackson-county-nc"
0,"Total",2019,"2019",59865,1752,"Johnston County, NC","05000US37101","johnston-county-nc"
0,"Total",2019,"2019",38158,5628,"Jones County, NC","05000US37103","jones-county-nc"
0,"Total",2019,"2019",49994,2504,"Lee County, NC","05000US37105","lee-county-nc"
0,"Total",2019,"2019",39402,2060,"Lenoir County, NC","05000US37107","lenoir-county-nc"
0,"Total",2019,"2019",57536,2941,"Lincoln County, NC","05000US37109","lincoln-county-nc"
0,"Total",2019,"2019",43646,2858,"McDowell County, NC","05000US37111","mcdowell-county-nc"
0,"Total",2019,"2019",45507,2267,"Macon County, NC","05000US37113","macon-county-nc"
0,"Total",2019,"2019",45873,3607.0000000000005,"Madison County, NC","05000US37115","madison-county-nc"
0,"Total",2019,"2019",40090,2822,"Martin County, NC","05000US37117","martin-county-nc"
0,"Total",2019,"2019",66641,898.9999999999999,"Mecklenburg County, NC","05000US37119","mecklenburg-county-nc"
0,"Total",2019,"2019",46103,3761,"Mitchell County, NC","05000US37121","mitchell-county-nc"
0,"Total",2019,"2019",44146,4539,"Montgomery County, NC","05000US37123","montgomery-county-nc"
0,"Total",2019,"2019",59963,2199,"Moore County, NC","05000US37125","moore-county-nc"
0,"Total",2019,"2019",49537,2067,"Nash County, NC","05000US37127","nash-county-nc"
0,"Total",2019,"2019",54891,1266,"New Hanover County, NC","05000US37129","new-hanover-county-nc"
0,"Total",2019,"2019",37146,1915.0000000000002,"Northampton County, NC","05000US37131","northampton-county-nc"
0,"Total",2019,"2019",50278,1533,"Onslow County, NC","05000US37133","onslow-county-nc"
0,"Total",2019,"2019",71723,2633,"Orange County, NC","05000US37135","orange-county-nc"
0,"Total",2019,"2019",46728,3553,"Pamlico County, NC","05000US37137","pamlico-county-nc"
0,"Total",2019,"2019",50558,2211,"Pasquotank County, NC","05000US37139","pasquotank-county-nc"
0,"Total",2019,"2019",57240,2805,"Pender County, NC","05000US37141","pender-county-nc"
0,"Total",2019,"2019",47162,3990,"Perquimans County, NC","05000US37143","perquimans-county-nc"
0,"Total",2019,"2019",51020,2938,"Person County, NC","05000US37145","person-county-nc"
0,"Total",2019,"2019",47437,1940.0000000000002,"Pitt County, NC","05000US37147","pitt-county-nc"
0,"Total",2019,"2019",48787,3356,"Polk County, NC","05000US37149","polk-county-nc"
0,"Total",2019,"2019",47288,1253,"Randolph County, NC","05000US37151","randolph-county-nc"
0,"Total",2019,"2019",36148,2885,"Richmond County, NC","05000US37153","richmond-county-nc"
0,"Total",2019,"2019",34976,897,"Robeson County, NC","05000US37155","robeson-county-nc"
0,"Total",2019,"2019",43579,1195,"Rockingham County, NC","05000US37157","rockingham-county-nc"
0,"Total",2019,"2019",49842,1830.9999999999998,"Rowan County, NC","05000US37159","rowan-county-nc"
0,"Total",2019,"2019",42608,1633,"Rutherford County, NC","05000US37161","rutherford-county-nc"
0,"Total",2019,"2019",42151,1630,"Sampson County, NC","05000US37163","sampson-county-nc"
0,"Total",2019,"2019",37238,2139,"Scotland County, NC","05000US37165","scotland-county-nc"
0,"Total",2019,"2019",52623,1739.9999999999998,"Stanly County, NC","05000US37167","stanly-county-nc"
0,"Total",2019,"2019",48054,2622,"Stokes County, NC","05000US37169","stokes-county-nc"
0,"Total",2019,"2019",43597,1779,"Surry County, NC","05000US37171","surry-county-nc"
0,"Total",2019,"2019",39317,3821,"Swain County, NC","05000US37173","swain-county-nc"
0,"Total",2019,"2019",50212,3624,"Transylvania County, NC","05000US37175","transylvania-county-nc"
0,"Total",2019,"2019",35300,7575.999999999999,"Tyrrell County, NC","05000US37177","tyrrell-county-nc"
0,"Total",2019,"2019",80033,1581,"Union County, NC","05000US37179","union-county-nc"
0,"Total",2019,"2019",40529,2098,"Vance County, NC","05000US37181","vance-county-nc"
0,"Total",2019,"2019",80591,822,"Wake County, NC","05000US37183","wake-county-nc"
0,"Total",2019,"2019",36466,2306,"Warren County, NC","05000US37185","warren-county-nc"
0,"Total",2019,"2019",35979,5671,"Washington County, NC","05000US37187","washington-county-nc"
0,"Total",2019,"2019",47526,2387,"Watauga County, NC","05000US37189","watauga-county-nc"
0,"Total",2019,"2019",44416,1979.9999999999998,"Wayne County, NC","05000US37191","wayne-county-nc"
0,"Total",2019,"2019",44107,2135,"Wilkes County, NC","05000US37193","wilkes-county-nc"
0,"Total",2019,"2019",43877,1693.9999999999998,"Wilson County, NC","05000US37195","wilson-county-nc"
0,"Total",2019,"2019",44682,2496,"Yadkin County, NC","05000US37197","yadkin-county-nc"
0,"Total",2019,"2019",42222,2748,"Yancey County, NC","05000US37199","yancey-county-nc"
1,"White",2019,"2019",56809,2103,"Alamance County, NC","05000US37001","alamance-county-nc"
1,"White",2019,"2019",49783,3794.0000000000005,"Alexander County, NC","05000US37003","alexander-county-nc"
1,"White",2019,"2019",37511,3949.9999999999995,"Alleghany County, NC","05000US37005","alleghany-county-nc"
1,"White",2019,"2019",49713,3775,"Anson County, NC","05000US37007","anson-county-nc"
1,"White",2019,"2019",40997,2619,"Ashe County, NC","05000US37009","ashe-county-nc"
1,"White",2019,"2019",40406,3579,"Avery County, NC","05000US37011","avery-county-nc"
1,"White",2019,"2019",53070,4227,"Beaufort County, NC","05000US37013","beaufort-county-nc"
1,"White",2019,"2019",53162,5889,"Bertie County, NC","05000US37015","bertie-county-nc"
1,"White",2019,"2019",45074,3725,"Bladen County, NC","05000US37017","bladen-county-nc"
1,"White",2019,"2019",60112,1774.9999999999998,"Brunswick County, NC","05000US37019","brunswick-county-nc"
1,"White",2019,"2019",53599,1085,"Buncombe County, NC","05000US37021","buncombe-county-nc"
1,"White",2019,"2019",45875,2096,"Burke County, NC","05000US37023","burke-county-nc"
1,"White",2019,"2019",71126,2044.0000000000002,"Cabarrus County, NC","05000US37025","cabarrus-county-nc"
1,"White",2019,"2019",45797,2291,"Caldwell County, NC","05000US37027","caldwell-county-nc"
1,"White",2019,"2019",66087,9699,"Camden County, NC","05000US37029","camden-county-nc"
1,"White",2019,"2019",58239,1926.9999999999998,"Carteret County, NC","05000US37031","carteret-county-nc"
1,"White",2019,"2019",50057,6005,"Caswell County, NC","05000US37033","caswell-county-nc"
1,"White",2019,"2019",55051,1579,"Catawba County, NC","05000US37035","catawba-county-nc"
1,"White",2019,"2019",75848,4322,"Chatham County, NC","05000US37037","chatham-county-nc"
1,"White",2019,"2019",41842,2607,"Cherokee County, NC","05000US37039","cherokee-county-nc"
1,"White",2019,"2019",51670,4099,"Chowan County, NC","05000US37041","chowan-county-nc"
1,"White",2019,"2019",43694,6056,"Clay County, NC","05000US37043","clay-county-nc"
1,"White",2019,"2019",45432,2163,"Cleveland County, NC","05000US37045","cleveland-county-nc"
1,"White",2019,"2019",42598,2759,"Columbus County, NC","05000US37047","columbus-county-nc"
1,"White",2019,"2019",59412,2309,"Craven County, NC","05000US37049","craven-county-nc"
1,"White",2019,"2019",53500,865.0000000000001,"Cumberland County, NC","05000US37051","cumberland-county-nc"
1,"White",2019,"2019",68760,5032,"Currituck County, NC","05000US37053","currituck-county-nc"
1,"White",2019,"2019",60332,3157,"Dare County, NC","05000US37055","dare-county-nc"
1,"White",2019,"2019",52166,1526,"Davidson County, NC","05000US37057","davidson-county-nc"
1,"White",2019,"2019",62200,3790,"Davie County, NC","05000US37059","davie-county-nc"
1,"White",2019,"2019",47108,3222,"Duplin County, NC","05000US37061","duplin-county-nc"
1,"White",2019,"2019",75072,1858,"Durham County, NC","05000US37063","durham-county-nc"
1,"White",2019,"2019",45234,3661,"Edgecombe County, NC","05000US37065","edgecombe-county-nc"
1,"White",2019,"2019",60769,1366,"Forsyth County, NC","05000US37067","forsyth-county-nc"
1,"White",2019,"2019",63016,4984,"Franklin County, NC","05000US37069","franklin-county-nc"
1,"White",2019,"2019",56364,1545,"Gaston County, NC","05000US37071","gaston-county-nc"
1,"White",2019,"2019",57981,5337,"Gates County, NC","05000US37073","gates-county-nc"
1,"White",2019,"2019",39795,6839,"Graham County, NC","05000US37075","graham-county-nc"
1,"White",2019,"2019",68213,3366,"Granville County, NC","05000US37077","granville-county-nc"
1,"White",2019,"2019",47599,5835,"Greene County, NC","05000US37079","greene-county-nc"
1,"White",2019,"2019",64834,1407,"Guilford County, NC","05000US37081","guilford-county-nc"
1,"White",2019,"2019",48083,2278,"Halifax County, NC","05000US37083","halifax-county-nc"
1,"White",2019,"2019",60309,1559,"Harnett County, NC","05000US37085","harnett-county-nc"
1,"White",2019,"2019",52089,2367,"Haywood County, NC","05000US37087","haywood-county-nc"
1,"White",2019,"2019",56426,2023,"Henderson County, NC","05000US37089","henderson-county-nc"
1,"White",2019,"2019",46078,1805,"Hertford County, NC","05000US37091","hertford-county-nc"
1,"White",2019,"2019",55731,4813,"Hoke County, NC","05000US37093","hoke-county-nc"
1,"White",2019,"2019",47454,13609,"Hyde County, NC","05000US37095","hyde-county-nc"
1,"White",2019,"2019",64621,1839.0000000000002,"Iredell County, NC","05000US37097","iredell-county-nc"
1,"White",2019,"2019",49309,3506.0000000000005,"Jackson County, NC","05000US37099","jackson-county-nc"
1,"White",2019,"2019",62041,1742,"Johnston County, NC","05000US37101","johnston-county-nc"
1,"White",2019,"2019",45646,8250,"Jones County, NC","05000US37103","jones-county-nc"
1,"White",2019,"2019",54523,2890,"Lee County, NC","05000US37105","lee-county-nc"
1,"White",2019,"2019",47700,2558,"Lenoir County, NC","05000US37107","lenoir-county-nc"
1,"White",2019,"2019",59490,2687,"Lincoln County, NC","05000US37109","lincoln-county-nc"
1,"White",2019,"2019",44488,3216,"McDowell County, NC","05000US37111","mcdowell-county-nc"
1,"White",2019,"2019",46341,2054,"Macon County, NC","05000US37113","macon-county-nc"
1,"White",2019,"2019",46104,3465.0000000000005,"Madison County, NC","05000US37115","madison-county-nc"
1,"White",2019,"2019",47655,3579,"Martin County, NC","05000US37117","martin-county-nc"
1,"White",2019,"2019",83702,1467,"Mecklenburg County, NC","05000US37119","mecklenburg-county-nc"
1,"White",2019,"2019",46390,3838.9999999999995,"Mitchell County, NC","05000US37121","mitchell-county-nc"
1,"White",2019,"2019",48899,3884,"Montgomery County, NC","05000US37123","montgomery-county-nc"
1,"White",2019,"2019",63062,2716,"Moore County, NC","05000US37125","moore-county-nc"
1,"White",2019,"2019",60821,3172,"Nash County, NC","05000US37127","nash-county-nc"
1,"White",2019,"2019",61315,1447,"New Hanover County, NC","05000US37129","new-hanover-county-nc"
1,"White",2019,"2019",51180,3412,"Northampton County, NC","05000US37131","northampton-county-nc"
1,"White",2019,"2019",52924,1866,"Onslow County, NC","05000US37133","onslow-county-nc"
1,"White",2019,"2019",78139,2826,"Orange County, NC","05000US37135","orange-county-nc"
1,"White",2019,"2019",52327,4196,"Pamlico County, NC","05000US37137","pamlico-county-nc"
1,"White",2019,"2019",59272,4450,"Pasquotank County, NC","05000US37139","pasquotank-county-nc"
1,"White",2019,"2019",62963,3058,"Pender County, NC","05000US37141","pender-county-nc"
1,"White",2019,"2019",54580,6542,"Perquimans County, NC","05000US37143","perquimans-county-nc"
1,"White",2019,"2019",61388,3612.0000000000005,"Person County, NC","05000US37145","person-county-nc"
1,"White",2019,"2019",58485,2203,"Pitt County, NC","05000US37147","pitt-county-nc"
1,"White",2019,"2019",50503,3448.9999999999995,"Polk County, NC","05000US37149","polk-county-nc"
1,"White",2019,"2019",49654,1891,"Randolph County, NC","05000US37151","randolph-county-nc"
1,"White",2019,"2019",42902,3422,"Richmond County, NC","05000US37153","richmond-county-nc"
1,"White",2019,"2019",42816,1885,"Robeson County, NC","05000US37155","robeson-county-nc"
1,"White",2019,"2019",47358,2327,"Rockingham County, NC","05000US37157","rockingham-county-nc"
1,"White",2019,"2019",52900,1773.0000000000002,"Rowan County, NC","05000US37159","rowan-county-nc"
1,"White",2019,"2019",43792,1572,"Rutherford County, NC","05000US37161","rutherford-county-nc"
1,"White",2019,"2019",47533,3331,"Sampson County, NC","05000US37163","sampson-county-nc"
1,"White",2019,"2019",46688,2794,"Scotland County, NC","05000US37165","scotland-county-nc"
1,"White",2019,"2019",55074,2402,"Stanly County, NC","05000US37167","stanly-county-nc"
1,"White",2019,"2019",49103,2935,"Stokes County, NC","05000US37169","stokes-county-nc"
1,"White",2019,"2019",44349,2039.0000000000002,"Surry County, NC","05000US37171","surry-county-nc"
1,"White",2019,"2019",38552,3666.9999999999995,"Swain County, NC","05000US37173","swain-county-nc"
1,"White",2019,"2019",50231,3393,"Transylvania County, NC","05000US37175","transylvania-county-nc"
1,"White",2019,"2019",42500,13201,"Tyrrell County, NC","05000US37177","tyrrell-county-nc"
1,"White",2019,"2019",82484,2001.0000000000002,"Union County, NC","05000US37179","union-county-nc"
1,"White",2019,"2019",51050,5711,"Vance County, NC","05000US37181","vance-county-nc"
1,"White",2019,"2019",91128,1187,"Wake County, NC","05000US37183","wake-county-nc"
1,"White",2019,"2019",47143,6597,"Warren County, NC","05000US37185","warren-county-nc"
1,"White",2019,"2019",46351,7073,"Washington County, NC","05000US37187","washington-county-nc"
1,"White",2019,"2019",47590,2313,"Watauga County, NC","05000US37189","watauga-county-nc"
1,"White",2019,"2019",53322,2520,"Wayne County, NC","05000US37191","wayne-county-nc"
1,"White",2019,"2019",44359,2045.9999999999998,"Wilkes County, NC","05000US37193","wilkes-county-nc"
1,"White",2019,"2019",60072,3881,"Wilson County, NC","05000US37195","wilson-county-nc"
1,"White",2019,"2019",45583,2597,"Yadkin County, NC","05000US37197","yadkin-county-nc"
1,"White",2019,"2019",42379,2959,"Yancey County, NC","05000US37199","yancey-county-nc"
2,"Black",2019,"2019",34936,3141,"Alamance County, NC","05000US37001","alamance-county-nc"
2,"Black",2019,"2019",33279,4607,"Alexander County, NC","05000US37003","alexander-county-nc"
2,"Black",2019,"2019",39327,4058.0000000000005,"Alleghany County, NC","05000US37005","alleghany-county-nc"
2,"Black",2019,"2019",28769,3913,"Anson County, NC","05000US37007","anson-county-nc"
2,"Black",2019,"2019",83036,65506.00000000001,"Ashe County, NC","05000US37009","ashe-county-nc"
2,"Black",2019,"2019",27185,2770,"Beaufort County, NC","05000US37013","beaufort-county-nc"
2,"Black",2019,"2019",27618,4746,"Bertie County, NC","05000US37015","bertie-county-nc"
2,"Black",2019,"2019",24195,2584,"Bladen County, NC","05000US37017","bladen-county-nc"
2,"Black",2019,"2019",36946,5116,"Brunswick County, NC","05000US37019","brunswick-county-nc"
2,"Black",2019,"2019",33324,4310,"Buncombe County, NC","05000US37021","buncombe-county-nc"
2,"Black",2019,"2019",35451,3509,"Burke County, NC","05000US37023","burke-county-nc"
2,"Black",2019,"2019",49750,5205,"Cabarrus County, NC","05000US37025","cabarrus-county-nc"
2,"Black",2019,"2019",27283,6499,"Caldwell County, NC","05000US37027","caldwell-county-nc"
2,"Black",2019,"2019",59808,44394,"Camden County, NC","05000US37029","camden-county-nc"
2,"Black",2019,"2019",35804,10082,"Carteret County, NC","05000US37031","carteret-county-nc"
2,"Black",2019,"2019",40572,4184,"Caswell County, NC","05000US37033","caswell-county-nc"
2,"Black",2019,"2019",37840,5706,"Catawba County, NC","05000US37035","catawba-county-nc"
2,"Black",2019,"2019",40752,9201,"Chatham County, NC","05000US37037","chatham-county-nc"
2,"Black",2019,"2019",20179,9623,"Cherokee County, NC","05000US37039","cherokee-county-nc"
2,"Black",2019,"2019",25905,14523.000000000002,"Chowan County, NC","05000US37041","chowan-county-nc"
2,"Black",2019,"2019",30227,3420.0000000000005,"Cleveland County, NC","05000US37045","cleveland-county-nc"
2,"Black",2019,"2019",27157,3285,"Columbus County, NC","05000US37047","columbus-county-nc"
2,"Black",2019,"2019",32210,7635.000000000001,"Craven County, NC","05000US37049","craven-county-nc"
2,"Black",2019,"2019",39303,1540,"Cumberland County, NC","05000US37051","cumberland-county-nc"
2,"Black",2019,"2019",67028,28996.000000000004,"Currituck County, NC","05000US37053","currituck-county-nc"
2,"Black",2019,"2019",26430,1493,"Dare County, NC","05000US37055","dare-county-nc"
2,"Black",2019,"2019",29969,2378,"Davidson County, NC","05000US37057","davidson-county-nc"
2,"Black",2019,"2019",33699,9892,"Davie County, NC","05000US37059","davie-county-nc"
2,"Black",2019,"2019",27760,4084,"Duplin County, NC","05000US37061","duplin-county-nc"
2,"Black",2019,"2019",44099,1603,"Durham County, NC","05000US37063","durham-county-nc"
2,"Black",2019,"2019",31846,2626,"Edgecombe County, NC","05000US37065","edgecombe-county-nc"
2,"Black",2019,"2019",33674,1499,"Forsyth County, NC","05000US37067","forsyth-county-nc"
2,"Black",2019,"2019",42961,3784.0000000000005,"Franklin County, NC","05000US37069","franklin-county-nc"
2,"Black",2019,"2019",39091,3243,"Gaston County, NC","05000US37071","gaston-county-nc"
2,"Black",2019,"2019",36768,4175,"Gates County, NC","05000US37073","gates-county-nc"
2,"Black",2019,"2019",38525,4114,"Granville County, NC","05000US37077","granville-county-nc"
2,"Black",2019,"2019",32404,7472,"Greene County, NC","05000US37079","greene-county-nc"
2,"Black",2019,"2019",38516,931.0000000000001,"Guilford County, NC","05000US37081","guilford-county-nc"
2,"Black",2019,"2019",28396,1961,"Halifax County, NC","05000US37083","halifax-county-nc"
2,"Black",2019,"2019",37846,2326,"Harnett County, NC","05000US37085","harnett-county-nc"
2,"Black",2019,"2019",51058,47212,"Haywood County, NC","05000US37087","haywood-county-nc"
2,"Black",2019,"2019",41601,11786,"Henderson County, NC","05000US37089","henderson-county-nc"
2,"Black",2019,"2019",36400,3742.9999999999995,"Hertford County, NC","05000US37091","hertford-county-nc"
2,"Black",2019,"2019",43030,4007.0000000000005,"Hoke County, NC","05000US37093","hoke-county-nc"
2,"Black",2019,"2019",33938,14515,"Hyde County, NC","05000US37095","hyde-county-nc"
2,"Black",2019,"2019",35341,2854,"Iredell County, NC","05000US37097","iredell-county-nc"
2,"Black",2019,"2019",33576,14590,"Jackson County, NC","05000US37099","jackson-county-nc"
2,"Black",2019,"2019",48988,2436,"Johnston County, NC","05000US37101","johnston-county-nc"
2,"Black",2019,"2019",26797,7705.000000000001,"Jones County, NC","05000US37103","jones-county-nc"
2,"Black",2019,"2019",33150,2351,"Lee County, NC","05000US37105","lee-county-nc"
2,"Black",2019,"2019",31424,2346,"Lenoir County, NC","05000US37107","lenoir-county-nc"
2,"Black",2019,"2019",32142,6857.999999999999,"Lincoln County, NC","05000US37109","lincoln-county-nc"
2,"Black",2019,"2019",31989,11565,"McDowell County, NC","05000US37111","mcdowell-county-nc"
2,"Black",2019,"2019",25256,7518.000000000001,"Macon County, NC","05000US37113","macon-county-nc"
2,"Black",2019,"2019",53594,45162,"Madison County, NC","05000US37115","madison-county-nc"
2,"Black",2019,"2019",30460,3868.9999999999995,"Martin County, NC","05000US37117","martin-county-nc"
2,"Black",2019,"2019",47198,1080,"Mecklenburg County, NC","05000US37119","mecklenburg-county-nc"
2,"Black",2019,"2019",29537,6635,"Montgomery County, NC","05000US37123","montgomery-county-nc"
2,"Black",2019,"2019",31922,10919,"Moore County, NC","05000US37125","moore-county-nc"
2,"Black",2019,"2019",39538,2798,"Nash County, NC","05000US37127","nash-county-nc"
2,"Black",2019,"2019",29820,2317,"New Hanover County, NC","05000US37129","new-hanover-county-nc"
2,"Black",2019,"2019",30287,2877,"Northampton County, NC","05000US37131","northampton-county-nc"
2,"Black",2019,"2019",44709,4845,"Onslow County, NC","05000US37133","onslow-county-nc"
2,"Black",2019,"2019",44533,6789,"Orange County, NC","05000US37135","orange-county-nc"
2,"Black",2019,"2019",27981,7712,"Pamlico County, NC","05000US37137","pamlico-county-nc"
2,"Black",2019,"2019",38700,5170,"Pasquotank County, NC","05000US37139","pasquotank-county-nc"
2,"Black",2019,"2019",33413,3229,"Pender County, NC","05000US37141","pender-county-nc"
2,"Black",2019,"2019",21133,3665,"Perquimans County, NC","05000US37143","perquimans-county-nc"
2,"Black",2019,"2019",32904,4424,"Person County, NC","05000US37145","person-county-nc"
2,"Black",2019,"2019",34026,2570,"Pitt County, NC","05000US37147","pitt-county-nc"
2,"Black",2019,"2019",32847,15196.999999999998,"Polk County, NC","05000US37149","polk-county-nc"
2,"Black",2019,"2019",40569,5349,"Randolph County, NC","05000US37151","randolph-county-nc"
2,"Black",2019,"2019",23401,3044,"Richmond County, NC","05000US37153","richmond-county-nc"
2,"Black",2019,"2019",27724,1954,"Robeson County, NC","05000US37155","robeson-county-nc"
2,"Black",2019,"2019",33610,4117,"Rockingham County, NC","05000US37157","rockingham-county-nc"
2,"Black",2019,"2019",40007,4742,"Rowan County, NC","05000US37159","rowan-county-nc"
2,"Black",2019,"2019",26094,7069.999999999999,"Rutherford County, NC","05000US37161","rutherford-county-nc"
2,"Black",2019,"2019",31136,3446,"Sampson County, NC","05000US37163","sampson-county-nc"
2,"Black",2019,"2019",24219,2747,"Scotland County, NC","05000US37165","scotland-county-nc"
2,"Black",2019,"2019",24862,8500,"Stanly County, NC","05000US37167","stanly-county-nc"
2,"Black",2019,"2019",44593,8856,"Stokes County, NC","05000US37169","stokes-county-nc"
2,"Black",2019,"2019",31875,8674,"Surry County, NC","05000US37171","surry-county-nc"
2,"Black",2019,"2019",61224,26263,"Transylvania County, NC","05000US37175","transylvania-county-nc"
2,"Black",2019,"2019",24338,10151,"Tyrrell County, NC","05000US37177","tyrrell-county-nc"
2,"Black",2019,"2019",60700,3924.9999999999995,"Union County, NC","05000US37179","union-county-nc"
2,"Black",2019,"2019",33766,3160,"Vance County, NC","05000US37181","vance-county-nc"
2,"Black",2019,"2019",53325,1396,"Wake County, NC","05000US37183","wake-county-nc"
2,"Black",2019,"2019",28386,3170,"Warren County, NC","05000US37185","warren-county-nc"
2,"Black",2019,"2019",19713,10516,"Washington County, NC","05000US37187","washington-county-nc"
2,"Black",2019,"2019",31627,2092,"Wayne County, NC","05000US37191","wayne-county-nc"
2,"Black",2019,"2019",31607,20131,"Wilkes County, NC","05000US37193","wilkes-county-nc"
2,"Black",2019,"2019",31076,2685,"Wilson County, NC","05000US37195","wilson-county-nc"
2,"Black",2019,"2019",30612,3468.9999999999995,"Yadkin County, NC","05000US37197","yadkin-county-nc"
2,"Black",2019,"2019",75511,10130,"Yancey County, NC","05000US37199","yancey-county-nc"
3,"Native American",2019,"2019",41677,8271,"Alamance County, NC","05000US37001","alamance-county-nc"
3,"Native American",2019,"2019",42794,15423,"Avery County, NC","05000US37011","avery-county-nc"
3,"Native American",2019,"2019",53438,15014,"Bladen County, NC","05000US37017","bladen-county-nc"
3,"Native American",2019,"2019",57737,35425,"Brunswick County, NC","05000US37019","brunswick-county-nc"
3,"Native American",2019,"2019",75933,11893,"Buncombe County, NC","05000US37021","buncombe-county-nc"
3,"Native American",2019,"2019",48750,26236,"Burke County, NC","05000US37023","burke-county-nc"
3,"Native American",2019,"2019",113002,14741,"Cabarrus County, NC","05000US37025","cabarrus-county-nc"
3,"Native American",2019,"2019",25341,21382,"Caldwell County, NC","05000US37027","caldwell-county-nc"
3,"Native American",2019,"2019",34688,12535,"Carteret County, NC","05000US37031","carteret-county-nc"
3,"Native American",2019,"2019",52539,34376,"Cherokee County, NC","05000US37039","cherokee-county-nc"
3,"Native American",2019,"2019",39155,4152,"Columbus County, NC","05000US37047","columbus-county-nc"
3,"Native American",2019,"2019",41524,4913,"Craven County, NC","05000US37049","craven-county-nc"
3,"Native American",2019,"2019",34023,4936,"Cumberland County, NC","05000US37051","cumberland-county-nc"
3,"Native American",2019,"2019",73194,70999,"Currituck County, NC","05000US37053","currituck-county-nc"
3,"Native American",2019,"2019",76447,20831,"Davidson County, NC","05000US37057","davidson-county-nc"
3,"Native American",2019,"2019",100195,32521,"Duplin County, NC","05000US37061","duplin-county-nc"
3,"Native American",2019,"2019",33158,18345,"Forsyth County, NC","05000US37067","forsyth-county-nc"
3,"Native American",2019,"2019",43188,7193,"Franklin County, NC","05000US37069","franklin-county-nc"
3,"Native American",2019,"2019",52885,17723,"Gaston County, NC","05000US37071","gaston-county-nc"
3,"Native American",2019,"2019",58750,19453,"Gates County, NC","05000US37073","gates-county-nc"
3,"Native American",2019,"2019",43625,32034,"Graham County, NC","05000US37075","graham-county-nc"
